event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG65549,2022-10-26,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Twitter; Reporterly (Afghanistan); Afghan Peace Watch,Local partner-Other,"On 26 October 2022, 1 doctor was killed by unknown gunmen in Mazar-e-Sharif city, Balkh. Motive unknown.",1,,1668527911
AFG65489,2022-10-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Achin,,Sra Kala,34.1258,70.7133,2,Shafaqna; Afghan Islamic Press News Agency; Etilaat e Roz,National,"On 22 October 2022, a doctor, polio worker assigned to the region, who was severely injured by a bomb explosion attached to his car in the Maidanak area of Achin [coded to Sra Kala] district, Nangarhar. The motive behind the incident is unclear, and the doctor had no known enmity with anyone.",1,,1667314853
AFG65322,2022-10-05,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Hasht-e Subh,National,"On 5 October 2022, a number of doctors and staff of a private hospital were beaten by the Taliban forces in PD5 area of Kabul city. The Taliban Ministry of Public Health confirmed the incident, saying that their personnel from National Food and Drug Administration attacked the doctors and they were later arrested. Reason unknown.",0,,1722291483
AFG65623,2022-10-01,2022,3,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Rukhshana Media,National,"Around 1 October 2022 (month of), a Taliban member assaulted a doctor in the Abu Ali Sinai Balkhi seminary hospital in Mazar-e-Sharif city, Balkh. The Taliban member asked the doctor to treat his wife and when he said he needs to treat another patient in a critical condition first, he was beaten.",0,,1669736690
AFG65288,2022-09-26,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Baghlan,Pul-i-Khumri,,Pul-i-Khumri,35.9446,68.7151,3,Shafaqna,National,"Around 26 September 2022 (as reported), the employees of a hospital held a protest in Baghlan [coded to Pul-i-Khumri], claiming that they had not been paid for six months. Protesters claimed that the World Health Organization sent their salaries, but they did not get it.",0,crowd size=no report,1664899746
AFG65173,2022-09-21,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunar,Dara-e-Pech,,Korangal,34.8806,70.8962,1,Hasht-e Subh; Shafaqna,National,"On 21 September 2022, a polio vaccinator was killed by the Taliban forces after he criticized them for staring at women (staring at women in Afghan villages is heinous) in Korangal village of Dara-e-Pech district, Kunar.",1,,1664289242
AFG65113,2022-09-10,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Puli Alam,,Puli Alam,33.9953,69.0227,1,Hasht-e Subh,National,"On 10 September 2022, a doctor was beaten up by the Taliban and taken to an unknown location in Puli Alam city, Logar, because he had examined a women as a male doctor, that conflicted with Taliban's rules.",0,,1663689747
AFG65019,2022-08-30,2022,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Afghan Islamic Press News Agency; Etilaat e Roz; Pajhwok Afghan News; Shafaqna,National,"Around 30 August 2022, 1 gynaecologist was killed in Kabul city. She first went missing after unknown people took her from her house under the pretext of checking a patient. Six days later, her body was found in Five-Hundred-families area in Kabul. The motive behind the incident is unclear, and no group has claimed responsibility for her killing. The victim's family confirmed no personal enmity with anyone.",1,,1722291483
AFG64980,2022-08-29,2022,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Women (Afghanistan); Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Faiz Abad,,Faiz Abad,37.1166,70.58,3,Akhbar Alaan; Twitter,New media-International,"Around 29 August 2022 (as reported), a number of female health workers were beaten up by the Taliban vice and virtue department for not wearing the Hijab in Badakhshan hospital [location coded to Faiz Abad], Badakhshan province.",0,,1663080019
AFG65054,2022-08-29,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Women (Afghanistan); Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Faiz Abad,,Faiz Abad,37.1166,70.58,3,Akhbar Alaan; Twitter,New media-International,"Around 29 August 2022 (as reported), a number of female hospital workers staged a protest against the vice virtue department of the Taliban who did not allow them to go to work unless they were wearing a hijab in Badakhshan hospital [location coded to Faiz Abad], Bdakhshan province.",0,crowd size=no report,1663080020
AFG65009,2022-08-14,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Women (Afghanistan); Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Dashti Qala,,Dashti Qala,37.2216,69.4975,2,Afghan Peace Watch,Local partner-Other,"On 14 August 2022, 1 midwife was severely beaten by the head of the district hospital, a Taliban member, for not wearing a hijab in Dashti Qala district, Takhar. She was fired after that.",0,,1663080020
AFG64854,2022-07-31,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Afghan Peace Watch,Local partner-Other,"On 31 July 2022, 1 civilian, head of nursing department of Istiqlal Hospital, was shot and killed by unknown gunmen in the Khair Khana area of Kabul city. Motive unknown.",1,,1722291483
AFG64698,2022-07-19,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,1,Etilaat e Roz; Hasht-e Subh; Pajhwok Afghan News,National,"On 19 July 2022, a doctor was killed by unknown armed men in the PD2 area of Farah city. No group claimed responsibility and the motive is unknown. The doctor was the head of AABRAR, a welfare foundation that serves people with disabilities by providing them with artificial legs and hands.",1,,1658846893
AFG64557,2022-07-04,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Bagrami,,Bagrami,34.4938,69.2743,2,1TV (Afghanistan); Afghan Islamic Press News Agency; Khaama Press; Pajhwok Afghan News; Subhe Kabul,National,"On 4 July 2022, a doctor, director of Ibn-Sina private institute was shot dead by unknown gunmen in Sayed Jamaluddin town of Bagrami district, Kabul. He was a controversial figure in social media because of his religious discussions and self proclamation of being a philosopher. The motive for the incident is unknown and no group has claimed responsibility for his killing.",1,,1722291483
AFG64437,2022-06-20,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Government of Afghanistan (2021-); Health Workers (Afghanistan); Military Forces of Afghanistan (2021-),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Shinwar,,Shinwar,34.1959,70.8318,1,Afghan Islamic Press News Agency; ExTrac; Pajhwok Afghan News; Twitter,Local partner-International,"On 20 June 2022, 2 civilians were killed and 28 others including 5 Taliban members were injured when an IED planted by IS militants targeting a Taliban health official's vehicle exploded in Shergar Bazaar area in Ghani Khel , Shinwar district, Nangarhar. The vehicle was carrying the district helth chief who was a doctor, no further information. IS claimed they killed and wounded 5 Taliban members including the commander.",2,local administrators,1730228608
AFG64423,2022-06-08,2022,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Aamaj News,National,"Around 8 June 2022 (as reported), Taliban arrested a doctor in Dasht-e-Barche area of Kabul city, because photos of Ahmad Shah Masoud was found in his phone. Doctor's relatives claimed that he was tortured and asked to expose NRF fighter locations while he has no connection with NRF or any other group.",0,,1722291483
AFG65910,2022-06-07,2022,2,Political violence,Violence against civilians,Sexual violence,Military Forces of Afghanistan (2021-),Government of Afghanistan (2021-); Health Workers (Afghanistan),State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,3,National Resistance Front of Afghanistan,Other,"Around 7 June 2022 (as reported), 1 woman, a midwife, was raped by senior member of the Taliban health department in a local health clinic in Takhar province [location coded to Taluqan]. It was claimed that after the incident, the Taliban threatened the woman with death if she spoke.",0,women targeted: government officials,1712695308
AFG64196,2022-05-24,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Labor Group (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Shinwari,,Shinwari,35.0397,69.0069,2,Etilaat e Roz; Subhe Kabul,National,"On 24 May 2022, 1 doctor and 1 ambulance driver were severely beaten by the Taliban forces for unknown reasons while they were transferring a Kuchi person (injured in a clash, coded separately) to the hospital in Shinwari district, Parwan.",0,,1738102140
AFG66739,2022-05-19,2022,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Chaparhar,,Chaparhar,34.2774,70.3618,2,Facebook,New media,"Around 19 May 2022 (as reported), a doctor was arrested by the Taliban forces and later his dead body was found in Kundi Bagh village of Chaparhar district, Nangarhar. The motive is unknown.",1,,1688483621
